,pid,external_pid,age_range,full_date,gender,unix_epoch,compression,description,page_index,plot_number
0,0,-L8mAlbhYKds9SwZnY16,26-35,Thu Mar 29 2018 10:35:12 GMT-0400 (Eastern Daylight Time),male,1522334112269,33,The graph increased and decreased on a consistent basis. ,2,9
1,0,-L8mAlbhYKds9SwZnY16,26-35,Thu Mar 29 2018 10:35:12 GMT-0400 (Eastern Daylight Time),male,1522334112269,25,The graph had 3 large increases and 2 large decreases overall. ,3,14
2,0,-L8mAlbhYKds9SwZnY16,26-35,Thu Mar 29 2018 10:35:12 GMT-0400 (Eastern Daylight Time),male,1522334112269,33,The graph increased at a consistent rate. ,4,38
3,0,-L8mAlbhYKds9SwZnY16,26-35,Thu Mar 29 2018 10:35:12 GMT-0400 (Eastern Daylight Time),male,1522334112269,28,The data from the graph was sporadic and made it difficult to determine exactly what happened. ,5,39
4,0,-L8mAlbhYKds9SwZnY16,26-35,Thu Mar 29 2018 10:35:12 GMT-0400 (Eastern Daylight Time),male,1522334112269,34,The graph had a large increase with several medium to small increases/decreases that followed.,6,5
5,0,-L8mAlbhYKds9SwZnY16,26-35,Thu Mar 29 2018 10:35:12 GMT-0400 (Eastern Daylight Time),male,1522334112269,33,The graph stayed linear in the beginning then began to change.,7,34
6,1,-L8mBIOPblchCOf-7Smt,26-35,Thu Mar 29 2018 17:37:30 GMT+0300 (EEST),male,1522334250639,26,"It goes a big up and then halfway down, then up again then down again, then small up and small down and then small up again and then small down and then big up and big down.",2,10
7,1,-L8mBIOPblchCOf-7Smt,26-35,Thu Mar 29 2018 17:37:30 GMT+0300 (EEST),male,1522334250639,21,There is a big up and then big down then big up again then big down again.,3,23
8,1,-L8mBIOPblchCOf-7Smt,26-35,Thu Mar 29 2018 17:37:30 GMT+0300 (EEST),male,1522334250639,27,"A small down then big up, then it plateaus going downwards a bit, then it goes up and then it goes down.",4,9
9,1,-L8mBIOPblchCOf-7Smt,26-35,Thu Mar 29 2018 17:37:30 GMT+0300 (EEST),male,1522334250639,28,"A really big down, then a big up, then a moderate down, then a moderate up and then it plateaus going down a bit.",5,15
10,1,-L8mBIOPblchCOf-7Smt,26-35,Thu Mar 29 2018 17:37:30 GMT+0300 (EEST),male,1522334250639,26,It goes down all the way with small up and downs along the way.,6,37
11,1,-L8mBIOPblchCOf-7Smt,26-35,Thu Mar 29 2018 17:37:30 GMT+0300 (EEST),male,1522334250639,24,It goes up all the way with small up and downs along the way.,7,35
12,2,-L8mBdiKtSTwRx2B-Si-,46-55,Thu Mar 29 2018 07:39:01 GMT-0700 (Pacific Daylight Time),male,1522334341141,24,high peaks in between a sine wave,2,27
13,2,-L8mBdiKtSTwRx2B-Si-,46-55,Thu Mar 29 2018 07:39:01 GMT-0700 (Pacific Daylight Time),male,1522334341141,32,beginning at 3 then dropping down and crawling back to 3,3,7
14,2,-L8mBdiKtSTwRx2B-Si-,46-55,Thu Mar 29 2018 07:39:01 GMT-0700 (Pacific Daylight Time),male,1522334341141,22,smooth with 2 large peaks toward the end,4,13
15,2,-L8mBdiKtSTwRx2B-Si-,46-55,Thu Mar 29 2018 07:39:01 GMT-0700 (Pacific Daylight Time),male,1522334341141,32,gradually increasing sine wave from 1 to 3 with 7? hills,5,21
16,2,-L8mBdiKtSTwRx2B-Si-,46-55,Thu Mar 29 2018 07:39:01 GMT-0700 (Pacific Daylight Time),male,1522334341141,29,"begin at 2, gradually increase to 3.5 then drop to 1/2",6,3
17,2,-L8mBdiKtSTwRx2B-Si-,46-55,Thu Mar 29 2018 07:39:01 GMT-0700 (Pacific Daylight Time),male,1522334341141,9,2 large paks at 2 1/2 and 4 1/2,7,23
18,3,-L8mC6i-tY6IbqCTYfwY,36-45,Thu Mar 29 2018 08:41:06 GMT-0600 (Mountain Daylight Time),male,1522334466832,26,"It goes up about halfway, comes down somewhat close to bottom, goes back up about halfway again, comes down a little, goes high close to top, comes down to about halfway, goes up a little, back down again a bit below half, up again a little and ends.",2,5
19,3,-L8mC6i-tY6IbqCTYfwY,36-45,Thu Mar 29 2018 08:41:06 GMT-0600 (Mountain Daylight Time),male,1522334466832,25,"A smooth wave, starting at about halfway goes down close to bottom then goes up almost to the top, dips down close to bottom, comes up a little over halfway, down again close to bottom, goes up close to top but not as close as first high hump, comes back down to about middle and ends.",3,20
20,3,-L8mC6i-tY6IbqCTYfwY,36-45,Thu Mar 29 2018 08:41:06 GMT-0600 (Mountain Daylight Time),male,1522334466832,25,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",4,30
21,3,-L8mC6i-tY6IbqCTYfwY,36-45,Thu Mar 29 2018 08:41:06 GMT-0600 (Mountain Daylight Time),male,1522334466832,23,"Smooth wave up and down, 4 peaks. First a high peak in middle of top quarter, goes down to 2nd quarter from bottom, then a lower peak in middle of 2nd to top quarter, then repeats high and middle again.",5,36
22,3,-L8mC6i-tY6IbqCTYfwY,36-45,Thu Mar 29 2018 08:41:06 GMT-0600 (Mountain Daylight Time),male,1522334466832,21,"Two peaks, a very small peak, then a large peak. The first two peaks are around the middle, the third peak is not smooth but a little jagged looking like a mountain crest, the 4th peak is higher than others around top of 2nd from top quarter.",6,16
23,3,-L8mC6i-tY6IbqCTYfwY,36-45,Thu Mar 29 2018 08:41:06 GMT-0600 (Mountain Daylight Time),male,1522334466832,24,"3 peaks. Starting in top quarter go out a bit then go far down making a valley almost to bottom of graph. Make two peaks that are a little over halfway up, somewhat jagged. Then a 4 peak that rises then peters out about halfway up and ends.",7,15
24,4,-L8mDajtXN2RM5Kz4yFD,26-35,Thu Mar 29 2018 10:47:35 GMT-0400 (Eastern Daylight Time),female,1522334855349,23,"The graph goes up and then back down again. It goes up a little, then a little more, and then it starts going up a bit, just a bit higher than the first peak, and then it goes back down again and keeps going down, lower than before. It seems to be very volatile. ",2,14
25,4,-L8mDajtXN2RM5Kz4yFD,26-35,Thu Mar 29 2018 10:47:35 GMT-0400 (Eastern Daylight Time),female,1522334855349,24,"This graph is very volatile and has a lot of ups and downs. It starts out going up just slightly from the third line and then it plunges down from to below the first line. Then it goes way back up and to just under the third line. Then it goes up and down again about three times, but not as steep as before. ",3,0
26,4,-L8mDajtXN2RM5Kz4yFD,26-35,Thu Mar 29 2018 10:47:35 GMT-0400 (Eastern Daylight Time),female,1522334855349,26,"It is very concentrated on the middle line for the first block. Then it starts wavering back and forth. Imagine like a snake slithering back and forth with the oscillations getting bigger each time. It goes up and down slightly at first but then the ""waves"" keep getting bigger and bigger and go past the top of the third line and below the bottom of the first line in the final quadrant. ",4,34
27,4,-L8mDajtXN2RM5Kz4yFD,26-35,Thu Mar 29 2018 10:47:35 GMT-0400 (Eastern Daylight Time),female,1522334855349,24,"This graph moves in a steady up diagonal from the middle of the bottom left block and then goes to the middle of the upper right block. There are two small ""humps"" in the middle of the line, in the second and third box of the diagonal, respectively. ",5,35
28,4,-L8mDajtXN2RM5Kz4yFD,26-35,Thu Mar 29 2018 10:47:35 GMT-0400 (Eastern Daylight Time),female,1522334855349,22,"There are three unique crests. It starts at the middle of the second block and then goes up, then up more, then down, like it's making like a little hump or a mountain. Like up - UP - up and then that's the peak. Then it goes down in a slope and then it comes back up again and down the up - UP - up thing again. Then it goes down a bit in a slope and then does the up - UP - up pattern one more time.",6,26
29,4,-L8mDajtXN2RM5Kz4yFD,26-35,Thu Mar 29 2018 10:47:35 GMT-0400 (Eastern Daylight Time),female,1522334855349,24,"This graph is really volatile. It starts on the first line and then it goes up to the second line. Then it goes back down again to the first line and it keeps just going up and down and up and down, but a little bit at a time, not in huge crests. It has a wave like quality to it but the up and downs aren't as big as the first one. ",7,9
30,5,-L8mDzYnRLblhu9EsDEq,26-35,Thu Mar 29 2018 10:49:16 GMT-0400 (Eastern Daylight Time),male,1522334956678,25,The graph shows a high value at first then a descending wave effect that steadily goes down with a ripple of gain then back down again.,2,32
31,5,-L8mDzYnRLblhu9EsDEq,26-35,Thu Mar 29 2018 10:49:16 GMT-0400 (Eastern Daylight Time),male,1522334956678,22,The graph slowly goes up overall but looks like three M next to eachother though the middle dip in the M isn't deep.,3,29
32,5,-L8mDzYnRLblhu9EsDEq,26-35,Thu Mar 29 2018 10:49:16 GMT-0400 (Eastern Daylight Time),male,1522334956678,25,A good gain that looks like two mountains combined then a plummet all the way down then picks back up again though only about half as much as original.,4,5
33,5,-L8mDzYnRLblhu9EsDEq,26-35,Thu Mar 29 2018 10:49:16 GMT-0400 (Eastern Daylight Time),male,1522334956678,25,A large dip to start kind of like a valley then goes back up to around the original value and continues to do a wave type motion but decrease slightly overall.,5,1
34,5,-L8mDzYnRLblhu9EsDEq,26-35,Thu Mar 29 2018 10:49:16 GMT-0400 (Eastern Daylight Time),male,1522334956678,28,Very consistent chart as far as gain and loss over time.  Same pattern one small hill with a slight dip then a larger hill then a larger dip and then this happens three times total and ends up increasing some by the end of the graph.,6,31
35,5,-L8mDzYnRLblhu9EsDEq,26-35,Thu Mar 29 2018 10:49:16 GMT-0400 (Eastern Daylight Time),male,1522334956678,30,Massive dip to begin with then steady gain over time.,7,7
36,6,-L8mEOwDxjTbXEEWUJ-C,46-55,Thu Mar 29 2018 09:51:05 GMT-0500 (Central Daylight Time),male,1522335065067,26,It looks like three hills with the middle of each peek quickly rising and a small area around the peak leveling out. ,2,26
37,6,-L8mEOwDxjTbXEEWUJ-C,46-55,Thu Mar 29 2018 09:51:05 GMT-0500 (Central Daylight Time),male,1522335065067,23,"There's two peaks (like hills), and they're close enough together that the middle of them isn't the lowest point.",3,11
38,6,-L8mEOwDxjTbXEEWUJ-C,46-55,Thu Mar 29 2018 09:51:05 GMT-0500 (Central Daylight Time),male,1522335065067,25,"There's three hills, with the middle one being the smallest. Its peak is about a third of the size of the two next to it.",4,25
39,6,-L8mEOwDxjTbXEEWUJ-C,46-55,Thu Mar 29 2018 09:51:05 GMT-0500 (Central Daylight Time),male,1522335065067,25,"The graph gets increasingly higher from left to right. There's six ""hills"" that can be broken into three pairs. Each pair has the first hill is lower than the next one.",5,31
40,6,-L8mEOwDxjTbXEEWUJ-C,46-55,Thu Mar 29 2018 09:51:05 GMT-0500 (Central Daylight Time),male,1522335065067,23,It's a pretty wavy graph. There's about three peaks and before each one there's a significant drop.,6,17
41,6,-L8mEOwDxjTbXEEWUJ-C,46-55,Thu Mar 29 2018 09:51:05 GMT-0500 (Central Daylight Time),male,1522335065067,21,"Firstly, there's a large downward shift in the plot. Then there's two peaks and it goes down again and then up again for the largest peak.",7,15
42,7,-L8mERi4gJLQvFoCZNg0,56-65,Thu Mar 29 2018 09:51:14 GMT-0500 (Central Daylight Time),male,1522335074759,25,There is a chart with 4 rows and 4 columns. The graph shows data starting at X between 1 and  2 on the Y line and goes up to to the pint between 3 and 4 on the same Y axis.  This data basically the same for the 3rd grid. the middle (2X) evens off. The 4th grid (4X) drops off considerably and then climbs to the top of the chart,2,12
43,7,-L8mERi4gJLQvFoCZNg0,56-65,Thu Mar 29 2018 09:51:14 GMT-0500 (Central Daylight Time),male,1522335074759,23,This is a chart with 4 rows and 4 columns. The 1st column (X1) shows a rise almost to the top of the grid (Y4) then tapers off to almost the bottom of the grid (X2) then drops even further (X3) then rises again on (X4),3,5
44,7,-L8mERi4gJLQvFoCZNg0,56-65,Thu Mar 29 2018 09:51:14 GMT-0500 (Central Daylight Time),male,1522335074759,23,The chart shows 4 rows and 4 columns (X1-X4) axis and (Y1-Y4) axis./ Starting from the bottom the graph continues up on X1-Y3 then drops to below X2 then rises to X3 then drops in X3 then rises in X4 to Y4 then drops off,4,29
45,7,-L8mERi4gJLQvFoCZNg0,56-65,Thu Mar 29 2018 09:51:14 GMT-0500 (Central Daylight Time),male,1522335074759,26,This graph has 4 columns and 4 rows.The line starts in the middle of the Y axis and then drops somewhat on the next column and then rises considerably in X3-Y3 then takes a huge drop to begin the last column and then has a very sharp rise to the top,5,13
46,7,-L8mERi4gJLQvFoCZNg0,56-65,Thu Mar 29 2018 09:51:14 GMT-0500 (Central Daylight Time),male,1522335074759,24,"This has 4 rows and 4 columns. The graph is basically the same across all the columns with and up and down between to grids on each column. Looks like a roller coaster.Up and down, up and down.",6,36
47,7,-L8mERi4gJLQvFoCZNg0,56-65,Thu Mar 29 2018 09:51:14 GMT-0500 (Central Daylight Time),male,1522335074759,24,This graph shows 4 rows and 4 columns. The line start almost at the top and then drops 1 row at a time. Looks like a hill you are going down.,7,32
48,8,-L8mFLIOjtvteiml2_cI,26-35,Thu Mar 29 2018 09:55:06 GMT-0500 (Central Daylight Time),female,1522335306879,24,The graph looks like three mountains.,2,26
49,8,-L8mFLIOjtvteiml2_cI,26-35,Thu Mar 29 2018 09:55:06 GMT-0500 (Central Daylight Time),female,1522335306879,25,Starts kind of high and then starts to drop and then back up; and drops again and does this for a bit then drops really low and then rises back up to end the graph at the same level as the starting point.,3,2
50,8,-L8mFLIOjtvteiml2_cI,26-35,Thu Mar 29 2018 09:55:06 GMT-0500 (Central Daylight Time),female,1522335306879,25,"Starts at the middle and then rises, looking like a steep mountain then drops and has a small hill, drops even more, the lowest square row it can go. Then it shoots up to the first row and then slowly climbs up like several hills and drops again to the second row (from the bottom) and then goes back up into the third row and then starts to go back down as it ends.",4,4
51,8,-L8mFLIOjtvteiml2_cI,26-35,Thu Mar 29 2018 09:55:06 GMT-0500 (Central Daylight Time),female,1522335306879,26,"Starts off in the second row from the top and goes up slightly then drops slightly and then goes back up slightly and then drops down really low, then makes a little hump as it tries to climb again, but then falls once more, then shoots up a bit falls slightly, then dives again to the first row of squares, then shoots up, then levels out briefly before rising again into the third row looking like little mountains, as it drops and rises into the first row, then drops again to the second row (from the top), and then starts to slowly climb as little mountains to the end.",5,7
52,8,-L8mFLIOjtvteiml2_cI,26-35,Thu Mar 29 2018 09:55:06 GMT-0500 (Central Daylight Time),female,1522335306879,22,"Starts out in the bottom row; and slowly climbs while making little humps along the way; creating three humps as it climbs and slightly falls (the humps bigger than the little squiggles), It goes from the bottom row left corner all the way to the top row's right corner. Three humps and small squiggles to the end.",6,35
53,8,-L8mFLIOjtvteiml2_cI,26-35,Thu Mar 29 2018 09:55:06 GMT-0500 (Central Daylight Time),female,1522335306879,29,"Starts off in the bottom left corner and starts to rise up and creates three small hills then goes down almost falling back into the bottom row's second square and then goes back up, creating another ""mountain"" of three small hills, then back down again to rise back up and create another three small hills before it drops down and then rises to the top rows right corner and ends.",7,29
54,9,-L8mGP2ACzKy2HcJIAhz,36-45,Thu Mar 29 2018 09:59:47 GMT-0500 (Central Daylight Time),female,1522335587447,24,"It steadly goes up with 3 high peaks followed by a drop back down to about the middle of the graph, the line does slowly increase up though by the end. ",2,39
55,9,-L8mGP2ACzKy2HcJIAhz,36-45,Thu Mar 29 2018 09:59:47 GMT-0500 (Central Daylight Time),female,1522335587447,25,It starts down in between line 1 and 2 and then goes almost all the way to the top dips just a bit and then goes almost to the top again.  At the end it dips back down to about line 3,3,11
56,9,-L8mGP2ACzKy2HcJIAhz,36-45,Thu Mar 29 2018 09:59:47 GMT-0500 (Central Daylight Time),female,1522335587447,23,Starts at line 2 goes way up to the top almost dips down back to 2 goes up 2nd from the top.  It then dips back down and stays towards line 2,4,14
57,9,-L8mGP2ACzKy2HcJIAhz,36-45,Thu Mar 29 2018 09:59:47 GMT-0500 (Central Daylight Time),female,1522335587447,28,It goes up and down consistently from line 2 to 2nd from the top 3 different times it then ends up at line 2 at the end. ,5,24
58,9,-L8mGP2ACzKy2HcJIAhz,36-45,Thu Mar 29 2018 09:59:47 GMT-0500 (Central Daylight Time),female,1522335587447,26,Starts at line 3 goes up and down between 2 and 4 a couple times drops sharply at line 2 then goes up a bit and ends between 2 and 3. ,6,34
59,9,-L8mGP2ACzKy2HcJIAhz,36-45,Thu Mar 29 2018 09:59:47 GMT-0500 (Central Daylight Time),female,1522335587447,25,Starts between 4 and 5 dips a bit up and down between 3 and 4 then dips sharply below 2 at the end it comes back up to 4,7,2
60,10,-L8mJCk9G2Bp-9e3_44N,26-35,Thu Mar 29 2018 10:12:05 GMT-0500 (Central Daylight Time),male,1522336325464,30,It is an ocillating wave that starts high and goes down.,2,37
61,10,-L8mJCk9G2Bp-9e3_44N,26-35,Thu Mar 29 2018 10:12:05 GMT-0500 (Central Daylight Time),male,1522336325464,30,It is a bunch of dots that goes up then down a little then up a little then down,3,11
62,10,-L8mJCk9G2Bp-9e3_44N,26-35,Thu Mar 29 2018 10:12:05 GMT-0500 (Central Daylight Time),male,1522336325464,27,It is dots that goes up and down three times with two ridges on each time.,4,17
63,10,-L8mJCk9G2Bp-9e3_44N,26-35,Thu Mar 29 2018 10:12:05 GMT-0500 (Central Daylight Time),male,1522336325464,21,It is a gentle slop up with three slightly smaller peaks,5,35
64,10,-L8mJCk9G2Bp-9e3_44N,26-35,Thu Mar 29 2018 10:12:05 GMT-0500 (Central Daylight Time),male,1522336325464,27,It is an ocillating wave that starts low and goes high,6,21
65,10,-L8mJCk9G2Bp-9e3_44N,26-35,Thu Mar 29 2018 10:12:05 GMT-0500 (Central Daylight Time),male,1522336325464,26,It goes up then down then up a little then down a lot then up a lot then down a little ,7,14
66,11,-L8mJDrDndN5X_N8XDgU,36-45,Thu Mar 29 2018 11:12:44 GMT-0400 (Eastern Daylight Time),male,1522336364811,25,"goes up at 45 degree angle starting at  the 1st line from the bottom and levels out just below the 2nd line from the bottom for about a quarter of an inch then up at a 45 again peaking just below the top. then goes down at a 45, leveling out at the same point/level as before for same amount of time, then down at a 45 again curving back up again at the first line from the bottom",2,26
67,11,-L8mJDrDndN5X_N8XDgU,36-45,Thu Mar 29 2018 11:12:44 GMT-0400 (Eastern Daylight Time),male,1522336364811,23,curls up and down like a wave. starts at the 2nd line formt he bottom headed down to the first then curls back up beyond the 3rd then back down to the 2nd and up again just below the third,3,20
68,11,-L8mJDrDndN5X_N8XDgU,36-45,Thu Mar 29 2018 11:12:44 GMT-0400 (Eastern Daylight Time),male,1522336364811,26,"in 45 degree angles, 2nd line down to the bottom up to the 3rd down to the 2nd, flat line for an inch then down to just above the first and up again to the 3rd and down just below the 1st and up again to the 3rd followed by a bit of a flat line then up half way to the top",4,9
69,11,-L8mJDrDndN5X_N8XDgU,36-45,Thu Mar 29 2018 11:12:44 GMT-0400 (Eastern Daylight Time),male,1522336364811,26,"starts at the 1st line, up to the 2nd, stutters a flatline then up to the 3rd then down a 1/4 way down under the 3rd and up again 3/4 way to the top line then all the way back down to the first. this repeat 2 more time , each step being completely lower then the previous by 1/4 block height",5,24
70,11,-L8mJDrDndN5X_N8XDgU,36-45,Thu Mar 29 2018 11:12:44 GMT-0400 (Eastern Daylight Time),male,1522336364811,25,starting from the first line going to a half block from the top back down to the 1st line up to the 3rd line down to half a block from bottom back up to the 3rd lien and flat line,6,14
71,11,-L8mJDrDndN5X_N8XDgU,36-45,Thu Mar 29 2018 11:12:44 GMT-0400 (Eastern Daylight Time),male,1522336364811,25,"just below the 3rd line down to the 1st, up to just below the top about half a block, down to the 3rd line, up to half a block, down to the 2nd line, up half a block, down half a block, up and down again leading down to the bottom and back up to the 2nd line",7,8
72,12,-L8mJg7e6Q1KVKiTVoaf,26-35,Thu Mar 29 2018 11:14:11 GMT-0500 (Eastern Standard Time),male,1522340051618,25,The line starts in the middle then the graph then decreases to 20% then rises to 75% then falls to 60% then rises back to 60% then falls steady to 52% then slightly rises to 60% near the end. ,2,1
73,12,-L8mJg7e6Q1KVKiTVoaf,26-35,Thu Mar 29 2018 11:14:11 GMT-0500 (Eastern Standard Time),male,1522340051618,25,The graph starts high around 80% then falls dramatically to what appears to be 20% then the graph gradually rises back up but looks like a wavy mountain with 3 jumps and small loses. the graph ends on what appears to be 80-90%,3,7
74,12,-L8mJg7e6Q1KVKiTVoaf,26-35,Thu Mar 29 2018 11:14:11 GMT-0500 (Eastern Standard Time),male,1522340051618,25,"The graph starts out at what appears to be 70% and then takes a large plunge to 20% and then steadily rises back up to where it was before, The wave then falls once more to 40% before rising back up to about 60%, the wave then ends at what appears to be 50%. ",4,22
75,12,-L8mJg7e6Q1KVKiTVoaf,26-35,Thu Mar 29 2018 11:14:11 GMT-0500 (Eastern Standard Time),male,1522340051618,25,"The graph starts out at 40% then falls to 20% before rising instantly to 60% then falls back to 30%, the graph then rises more then peaks once at 80% and another time at 90%, the graph then ends at what appears to be 55%",5,39
76,12,-L8mJg7e6Q1KVKiTVoaf,26-35,Thu Mar 29 2018 11:14:11 GMT-0500 (Eastern Standard Time),male,1522340051618,27,"The graph starts out at what appears to be 45% then steadily rises to 75% before dropping slightly to 60% and then rising back to 75%, the graph then drops steadily to 45% an then rises very slightly before eventually rising back to 75% again and then ending at 60%. ",6,10
77,12,-L8mJg7e6Q1KVKiTVoaf,26-35,Thu Mar 29 2018 11:14:11 GMT-0500 (Eastern Standard Time),male,1522340051618,27,The graph starts out at 20% then rises and lowers greatly and averaging at 50% many times before eventually ending at 55%,7,31
78,13,-L8mOw8Zp5T-1qNccgyA,36-45,Thu Mar 29 2018 11:37:05 GMT-0400 (EDT),male,1522337825411,23,"The graph is a series of individual blue dots, probably around 250 in total. They follow a rather symmetrical wave pattern whereby the first wave rises to about 75% of the total height of the y axis, and the second wave rises to about 55% of the total height of the y axis, then repeats. So, 75% high, 50% high, 75% high, 50% high, etc.",2,27
79,13,-L8mOw8Zp5T-1qNccgyA,36-45,Thu Mar 29 2018 11:37:05 GMT-0400 (EDT),male,1522337825411,28,The graph is essentially a series of blue dots moving somewhat erratically up and down at vacillating heights on the y axis and fully across the x axis from left to right. They resemble irregular pyramids.,3,12
80,13,-L8mOw8Zp5T-1qNccgyA,36-45,Thu Mar 29 2018 11:37:05 GMT-0400 (EDT),male,1522337825411,26,The graph is a series of blue dots that starts out at about 80% of the height along the y axis and moves progressively downward in a wave-like motion to about 10% of the y axis by the time it reaches the far right of the x axis.,4,37
81,13,-L8mOw8Zp5T-1qNccgyA,36-45,Thu Mar 29 2018 11:37:05 GMT-0400 (EDT),male,1522337825411,27,"The graph is a series of blue dots moving across the x axis in an extremely erratic pattern that goes rather dramatically up and down. The increases in height resemble mountain peaks and progress from a medium high mountain peak to a high mountain peak, to a very high mountain peak.",5,13
82,13,-L8mOw8Zp5T-1qNccgyA,36-45,Thu Mar 29 2018 11:37:05 GMT-0400 (EDT),male,1522337825411,29,"The graph is a series of blue dots that move dramatically up and down the y axis as they progress along the x axis in a symmetrical pattern that I can only think to describe as ghosts in sheets. Overall there are three ghosts that are almost identical, albeit each progressive ghost is slightly shorter than the next.",6,24
83,13,-L8mOw8Zp5T-1qNccgyA,36-45,Thu Mar 29 2018 11:37:05 GMT-0400 (EDT),male,1522337825411,26,"The graph is a series of blue dots that resemble three mountain peaks. The first is quite high, reaching about 95% of the total height of the y axis followed by a dramatic valley, then another peak, albeit not quite as high, followed by another valley, then followed by a third peak nearly as high as the first.",7,15
84,14,-L8mQSM43wlfMstyjZYr,26-35,Thu Mar 29 2018 11:43:45 GMT-0400 (Eastern Daylight Time),male,1522338225450,27,"I suppose this could best be described as mostly a polynomial function with rises and dips using dots instead of solid lines. Assuming your graph has 4 rows and 4 columns, your starting point would be the middle of the left most side of the third row. That is, it starts on the line. After that it moves in and up, then down, then up, then down wave pattern until the 3rd column where the waves start to become smaller and smaller until they look almost like a straight line of dots.",2,22
